MET_DATETIME,ID_NUM,ID_NAME,MET_DATE,MET_TIME,LAT,LON,WDIR,WSPD,T_DB,DP,QNH
1/01/2020 0:00,94866,YMML,31/12/2019 0:00,1400,-37.67,144.83,140,2,13.2,8.4,1015.1
1/01/2020 0:30,94866,YMML,31/12/2019 0:00,1430,-37.67,144.83,0,0,13,8,1015.1
1/01/2020 1:00,94866,YMML,31/12/2019 0:00,1500,-37.67,144.83,0,0,11,7.7,1014.8
1/01/2020 1:30,94866,YMML,31/12/2019 0:00,1530,-37.67,144.83,280,5,11.1,7.4,1014.6
1/01/2020 2:00,94866,YMML,31/12/2019 0:00,1600,-37.67,144.83,290,4,10.9,7.8,1014.6
1/01/2020 2:30,94866,YMML,31/12/2019 0:00,1630,-37.67,144.83,290,7,10.6,8.1,1014.5
1/01/2020 3:00,94866,YMML,31/12/2019 0:00,1700,-37.67,144.83,360,4,9.7,7.4,1014.3
1/01/2020 3:30,94866,YMML,31/12/2019 0:00,1730,-37.67,144.83,340,3,10.3,7.6,1014.6
1/01/2020 4:00,94866,YMML,31/12/2019 0:00,1800,-37.67,144.83,290,6,10.2,7.9,1014.7
1/01/2020 4:30,94866,YMML,31/12/2019 0:00,1830,-37.67,144.83,340,4,11.1,7.8,1015
1/01/2020 5:00,94866,YMML,31/12/2019 0:00,1900,-37.67,144.83,340,4,9.7,7.6,1015.4
1/01/2020 5:30,94866,YMML,31/12/2019 0:00,1930,-37.67,144.83,310,5,10.8,8.1,1015.4
1/01/2020 6:00,94866,YMML,31/12/2019 0:00,2000,-37.67,144.83,280,4,11.8,8.8,1015.7
1/01/2020 6:30,94866,YMML,31/12/2019 0:00,2030,-37.67,144.83,250,4,12.7,8.9,1016.1
1/01/2020 7:00,94866,YMML,31/12/2019 0:00,2100,-37.67,144.83,210,6,14.7,8.8,1016.6
1/01/2020 7:30,94866,YMML,31/12/2019 0:00,2130,-37.67,144.83,190,6,15.3,9.3,1016.7
1/01/2020 8:00,94866,YMML,31/12/2019 0:00,2200,-37.67,144.83,170,6,16.7,9.9,1017
1/01/2020 8:30,94866,YMML,31/12/2019 0:00,2230,-37.67,144.83,180,6,17.1,9.2,1017
1/01/2020 9:00,94866,YMML,31/12/2019 0:00,2300,-37.67,144.83,200,9,18.9,7.8,1017
1/01/2020 9:30,94866,YMML,31/12/2019 0:00,2330,-37.67,144.83,170,8,19.4,7.5,1017
1/01/2020 10:00,94866,YMML,1/01/2020 0:00,0,-37.67,144.83,160,7,20.5,6.2,1016.9
1/01/2020 10:30,94866,YMML,1/01/2020 0:00,30,-37.67,144.83,200,9,20.9,4.5,1016.9
1/01/2020 11:00,94866,YMML,1/01/2020 0:00,100,-37.67,144.83,190,13,21.6,3.9,1016.8
1/01/2020 11:30,94866,YMML,1/01/2020 0:00,130,-37.67,144.83,200,6,22,4.8,1016.5
1/01/2020 12:00,94866,YMML,1/01/2020 0:00,200,-37.67,144.83,150,11,22.3,6.2,1016.3
1/01/2020 12:30,94866,YMML,1/01/2020 0:00,230,-37.67,144.83,150,11,22.3,6.2,1016.3
1/01/2020 13:00,94866,YMML,1/01/2020 0:00,300,-37.67,144.83,110,7,22.7,6,1016
1/01/2020 13:30,94866,YMML,1/01/2020 0:00,330,-37.67,144.83,80,6,24,5.8,1015.7
1/01/2020 14:00,94866,YMML,1/01/2020 0:00,400,-37.67,144.83,150,5,24.9,5.2,1015.6
1/01/2020 14:30,94866,YMML,1/01/2020 0:00,430,-37.67,144.83,100,7,24.9,5.2,1015.4
1/01/2020 15:00,94866,YMML,1/01/2020 0:00,500,-37.67,144.83,120,6,25,4.5,1015.2
1/01/2020 15:30,94866,YMML,1/01/2020 0:00,530,-37.67,144.83,150,11,25.5,5.1,1015
1/01/2020 16:00,94866,YMML,1/01/2020 0:00,600,-37.67,144.83,160,15,25.1,6.2,1015.1
1/01/2020 16:30,94866,YMML,1/01/2020 0:00,630,-37.67,144.83,180,15,24.4,6.2,1015.2
1/01/2020 17:00,94866,YMML,1/01/2020 0:00,700,-37.67,144.83,160,12,24.5,6.3,1015.4
1/01/2020 17:30,94866,YMML,1/01/2020 0:00,730,-37.67,144.83,160,15,23.7,6.7,1015.8
1/01/2020 18:00,94866,YMML,1/01/2020 0:00,800,-37.67,144.83,170,15,22.6,8,1016.4
1/01/2020 18:30,94866,YMML,1/01/2020 0:00,830,-37.67,144.83,170,16,21.3,9.6,1017.1
1/01/2020 19:00,94866,YMML,1/01/2020 0:00,900,-37.67,144.83,170,16,19.8,9.7,1017.8
1/01/2020 19:30,94866,YMML,1/01/2020 0:00,930,-37.67,144.83,170,14,18.8,10,1018.4
1/01/2020 20:00,94866,YMML,1/01/2020 0:00,1000,-37.67,144.83,170,13,18.1,10.3,1018.7
1/01/2020 20:30,94866,YMML,1/01/2020 0:00,1030,-37.67,144.83,170,13,17.9,9.8,1019.4
1/01/2020 21:00,94866,YMML,1/01/2020 0:00,1100,-37.67,144.83,170,10,17.6,9.2,1019.8
1/01/2020 21:30,94866,YMML,1/01/2020 0:00,1130,-37.67,144.83,170,9,17.4,8.9,1019.7
1/01/2020 22:00,94866,YMML,1/01/2020 0:00,1200,-37.67,144.83,170,8,17,8.4,1019.7
1/01/2020 22:30,94866,YMML,1/01/2020 0:00,1230,-37.67,144.83,150,10,16.9,8.5,1019.9
1/01/2020 23:00,94866,YMML,1/01/2020 0:00,1300,-37.67,144.83,120,7,16.8,8.6,1020
1/01/2020 23:30,94866,YMML,1/01/2020 0:00,1330,-37.67,144.83,140,7,16.2,8.3,1020.1
2/01/2020 0:00,94866,YMML,1/01/2020 0:00,1400,-37.67,144.83,170,6,15.2,8.5,1019.8
2/01/2020 0:30,94866,YMML,1/01/2020 0:00,1430,-37.67,144.83,130,7,15.8,9.2,1019.5
2/01/2020 1:00,94866,YMML,1/01/2020 0:00,1500,-37.67,144.83,130,5,15.1,9.5,1019.3
2/01/2020 1:30,94866,YMML,1/01/2020 0:00,1530,-37.67,144.83,80,4,14.3,9.4,1018.9
2/01/2020 2:00,94866,YMML,1/01/2020 0:00,1600,-37.67,144.83,50,4,13.4,8.9,1018.5
2/01/2020 2:30,94866,YMML,1/01/2020 0:00,1630,-37.67,144.83,50,3,12.2,8.6,1018.4
2/01/2020 3:00,94866,YMML,1/01/2020 0:00,1700,-37.67,144.83,30,3,11.7,8.7,1018.5
2/01/2020 3:30,94866,YMML,1/01/2020 0:00,1730,-37.67,144.83,360,1,10.9,8.5,1018.5
2/01/2020 4:00,94866,YMML,1/01/2020 0:00,1800,-37.67,144.83,360,6,10.5,8,1018.4
2/01/2020 4:30,94866,YMML,1/01/2020 0:00,1830,-37.67,144.83,360,4,10.3,8,1018.8
2/01/2020 5:00,94866,YMML,1/01/2020 0:00,1900,-37.67,144.83,340,2,10.2,7.7,1019
2/01/2020 5:30,94866,YMML,1/01/2020 0:00,1930,-37.67,144.83,360,7,11.2,8.6,1019.1
2/01/2020 6:00,94866,YMML,1/01/2020 0:00,2000,-37.67,144.83,360,4,12.6,9,1019.5
2/01/2020 6:30,94866,YMML,1/01/2020 0:00,2030,-37.67,144.83,360,2,15,9.8,1019.8
2/01/2020 7:00,94866,YMML,1/01/2020 0:00,2100,-37.67,144.83,240,4,16.3,9.8,1020
2/01/2020 7:30,94866,YMML,1/01/2020 0:00,2130,-37.67,144.83,180,6,17.8,9.7,1020.4
2/01/2020 8:00,94866,YMML,1/01/2020 0:00,2200,-37.67,144.83,170,6,18.3,8.4,1020.6
2/01/2020 8:30,94866,YMML,1/01/2020 0:00,2230,-37.67,144.83,120,6,19.7,6.3,1020.3
2/01/2020 9:00,94866,YMML,1/01/2020 0:00,2300,-37.67,144.83,140,7,20.4,8.1,1020.1
2/01/2020 9:30,94866,YMML,1/01/2020 0:00,2330,-37.67,144.83,100,6,20.8,8.4,1020
2/01/2020 10:00,94866,YMML,2/01/2020 0:00,0,-37.67,144.83,180,7,21.9,8.7,1019.8
2/01/2020 10:30,94866,YMML,2/01/2020 0:00,30,-37.67,144.83,220,6,22.5,8.8,1019.6
2/01/2020 11:00,94866,YMML,2/01/2020 0:00,100,-37.67,144.83,180,7,23.2,9.4,1019.4
2/01/2020 11:30,94866,YMML,2/01/2020 0:00,130,-37.67,144.83,170,12,24.6,9.2,1019.3
2/01/2020 12:00,94866,YMML,2/01/2020 0:00,200,-37.67,144.83,160,10,23.7,8.3,1019.2
2/01/2020 12:30,94866,YMML,2/01/2020 0:00,230,-37.67,144.83,130,9,24.5,7.4,1019
2/01/2020 13:00,94866,YMML,2/01/2020 0:00,300,-37.67,144.83,160,10,24.2,6.7,1018.7
2/01/2020 13:30,94866,YMML,2/01/2020 0:00,330,-37.67,144.83,150,8,25.2,6.3,1018.4
2/01/2020 14:00,94866,YMML,2/01/2020 0:00,400,-37.67,144.83,140,11,24.8,6.5,1018.2
2/01/2020 14:30,94866,YMML,2/01/2020 0:00,430,-37.67,144.83,140,8,25.1,7,1018.2
2/01/2020 15:00,94866,YMML,2/01/2020 0:00,500,-37.67,144.83,160,11,24.9,8.1,1017.9
2/01/2020 15:30,94866,YMML,2/01/2020 0:00,530,-37.67,144.83,150,13,24.9,9.1,1017.7
2/01/2020 16:00,94866,YMML,2/01/2020 0:00,600,-37.67,144.83,160,15,24.6,8.9,1017.6
2/01/2020 16:30,94866,YMML,2/01/2020 0:00,630,-37.67,144.83,170,15,24.5,9.3,1017.5
2/01/2020 17:00,94866,YMML,2/01/2020 0:00,700,-37.67,144.83,160,15,23.2,9.1,1017.5
2/01/2020 17:30,94866,YMML,2/01/2020 0:00,730,-37.67,144.83,170,15,22.6,8.8,1017.6
2/01/2020 18:00,94866,YMML,2/01/2020 0:00,800,-37.67,144.83,170,15,21.4,9.5,1017.8
2/01/2020 18:30,94866,YMML,2/01/2020 0:00,830,-37.67,144.83,170,14,20.6,10.7,1017.8
2/01/2020 19:00,94866,YMML,2/01/2020 0:00,900,-37.67,144.83,180,15,19.8,11.3,1018.3
2/01/2020 19:30,94866,YMML,2/01/2020 0:00,930,-37.67,144.83,180,12,18.8,11.9,1018.4
2/01/2020 20:00,94866,YMML,2/01/2020 0:00,1000,-37.67,144.83,180,9,18.1,12.2,1018.3
2/01/2020 20:30,94866,YMML,2/01/2020 0:00,1030,-37.67,144.83,190,9,17.7,12.3,1018.3
2/01/2020 21:00,94866,YMML,2/01/2020 0:00,1100,-37.67,144.83,190,8,17.3,12.6,1018.6
2/01/2020 21:30,94866,YMML,2/01/2020 0:00,1130,-37.67,144.83,190,7,16.9,12.6,1018.4
2/01/2020 22:00,94866,YMML,2/01/2020 0:00,1200,-37.67,144.83,180,6,16.1,11.7,1018.2
2/01/2020 22:30,94866,YMML,2/01/2020 0:00,1230,-37.67,144.83,190,6,15.5,10.2,1017.9
2/01/2020 23:00,94866,YMML,2/01/2020 0:00,1300,-37.67,144.83,190,5,15.1,10.8,1017.7
2/01/2020 23:30,94866,YMML,2/01/2020 0:00,1330,-37.67,144.83,200,5,14.8,11.1,1017.3
3/01/2020 0:00,94866,YMML,2/01/2020 0:00,1400,-37.67,144.83,240,5,13.6,10.8,1016.9
3/01/2020 0:30,94866,YMML,2/01/2020 0:00,1430,-37.67,144.83,290,6,13.5,11.2,1016.3
3/01/2020 1:00,94866,YMML,2/01/2020 0:00,1500,-37.67,144.83,290,5,13,11.1,1015.8
3/01/2020 1:30,94866,YMML,2/01/2020 0:00,1530,-37.67,144.83,260,6,12,10.5,1015.5
3/01/2020 2:00,94866,YMML,2/01/2020 0:00,1600,-37.67,144.83,270,7,12.3,11,1015.4
3/01/2020 2:30,94866,YMML,2/01/2020 0:00,1630,-37.67,144.83,270,7,12.6,11.5,1015.4
3/01/2020 3:00,94866,YMML,2/01/2020 0:00,1700,-37.67,144.83,270,6,12.3,11.4,1015.3
3/01/2020 3:30,94866,YMML,2/01/2020 0:00,1730,-37.67,144.83,280,6,12.4,11.1,1015.3
3/01/2020 4:00,94866,YMML,2/01/2020 0:00,1800,-37.67,144.83,270,6,12.3,11.4,1015.2
3/01/2020 4:30,94866,YMML,2/01/2020 0:00,1830,-37.67,144.83,280,5,11.7,10.9,1015.3
3/01/2020 5:00,94866,YMML,2/01/2020 0:00,1900,-37.67,144.83,220,6,11.4,10.8,1016.2
3/01/2020 5:24,94866,YMML,2/01/2020 0:00,1924,-37.67,144.83,260,6,12.6,11.9,1016.4
3/01/2020 5:30,94866,YMML,2/01/2020 0:00,1930,-37.67,144.83,260,6,13.1,12.2,1016.3
3/01/2020 6:00,94866,YMML,2/01/2020 0:00,2000,-37.67,144.83,270,5,14.3,13,1016.6
3/01/2020 6:24,94866,YMML,,,,,,11,12.6,11.9,
3/01/2020 6:26,94866,YMML,2/01/2020 0:00,2026,-37.67,144.83,250,6,15.5,13,1016.7
3/01/2020 6:30,94866,YMML,2/01/2020 0:00,2030,-37.67,144.83,240,6,15.5,13,1016.8
3/01/2020 7:00,94866,YMML,2/01/2020 0:00,2100,-37.67,144.83,210,4,16.5,12.1,1017
3/01/2020 7:30,94866,YMML,2/01/2020 0:00,2130,-37.67,144.83,200,5,17.5,11.7,1017.1
3/01/2020 8:00,94866,YMML,2/01/2020 0:00,2200,-37.67,144.83,180,5,18.8,11.7,1017
3/01/2020 8:30,94866,YMML,2/01/2020 0:00,2230,-37.67,144.83,120,6,19.2,11.4,1016.9
3/01/2020 9:00,94866,YMML,2/01/2020 0:00,2300,-37.67,144.83,160,6,20,11.3,1016.7
3/01/2020 9:30,94866,YMML,2/01/2020 0:00,2330,-37.67,144.83,110,5,21.5,10.8,1016.2
3/01/2020 10:00,94866,YMML,3/01/2020 0:00,0,-37.67,144.83,110,5,22.2,9.9,1015.5
3/01/2020 10:30,94866,YMML,3/01/2020 0:00,30,-37.67,144.83,50,4,23.4,9.7,1015.1
3/01/2020 11:00,94866,YMML,3/01/2020 0:00,100,-37.67,144.83,10,7,25.4,8.9,1014.1
3/01/2020 11:30,94866,YMML,3/01/2020 0:00,130,-37.67,144.83,60,5,26.4,9.1,1013.5
3/01/2020 12:00,94866,YMML,3/01/2020 0:00,200,-37.67,144.83,250,3,29,8,1012.6
3/01/2020 12:30,94866,YMML,3/01/2020 0:00,230,-37.67,144.83,100,5,30.3,6.8,1011.8
3/01/2020 13:00,94866,YMML,3/01/2020 0:00,300,-37.67,144.83,120,6,31.1,5.2,1011.2
3/01/2020 13:30,94866,YMML,3/01/2020 0:00,330,-37.67,144.83,130,6,32.3,5.6,1010.1
3/01/2020 14:00,94866,YMML,3/01/2020 0:00,400,-37.67,144.83,40,9,34.2,3,1009.5
3/01/2020 14:30,94866,YMML,3/01/2020 0:00,430,-37.67,144.83,80,8,34.5,0.5,1008.5
3/01/2020 15:00,94866,YMML,3/01/2020 0:00,500,-37.67,144.83,70,9,35.6,0.4,1007.7
3/01/2020 15:30,94866,YMML,3/01/2020 0:00,530,-37.67,144.83,70,11,36.8,-1.9,1007
3/01/2020 15:47,94866,YMML,3/01/2020 0:00,547,-37.67,144.83,150,8,34.4,6.3,1006.7
3/01/2020 16:00,94866,YMML,3/01/2020 0:00,600,-37.67,144.83,150,15,34.2,6.6,1006.2
3/01/2020 16:30,94866,YMML,3/01/2020 0:00,630,-37.67,144.83,160,14,33.7,9.3,1006
3/01/2020 16:43,94866,YMML,3/01/2020 0:00,643,-37.67,144.83,170,15,34.3,8.3,1005.7
3/01/2020 16:47,94866,YMML,,,,,,20,34.4,6.3,
3/01/2020 17:00,94866,YMML,3/01/2020 0:00,700,-37.67,144.83,180,13,34.1,8.6,1005.7
3/01/2020 17:30,94866,YMML,3/01/2020 0:00,730,-37.67,144.83,170,10,34.5,7.5,1005.5
3/01/2020 17:43,94866,YMML,,,,,,28,34.3,8.3,
3/01/2020 18:00,94866,YMML,3/01/2020 0:00,800,-37.67,144.83,190,8,32.2,12,1005.6
3/01/2020 18:30,94866,YMML,3/01/2020 0:00,830,-37.67,144.83,220,7,30.2,13.4,1005.7
3/01/2020 19:00,94866,YMML,3/01/2020 0:00,900,-37.67,144.83,230,6,30.2,14.1,1006
3/01/2020 19:30,94866,YMML,3/01/2020 0:00,930,-37.67,144.83,260,11,27.9,13.7,1006.6
3/01/2020 20:00,94866,YMML,3/01/2020 0:00,1000,-37.67,144.83,270,9,26,13.5,1006.6
3/01/2020 20:30,94866,YMML,3/01/2020 0:00,1030,-37.67,144.83,290,7,26,13.3,1006.6
3/01/2020 21:00,94866,YMML,3/01/2020 0:00,1100,-37.67,144.83,350,4,24.3,13.6,1006.7
3/01/2020 21:30,94866,YMML,3/01/2020 0:00,1130,-37.67,144.83,360,8,24.2,13.1,1006.5
3/01/2020 22:00,94866,YMML,3/01/2020 0:00,1200,-37.67,144.83,360,8,23.7,12.8,1006.4
3/01/2020 22:30,94866,YMML,3/01/2020 0:00,1230,-37.67,144.83,360,12,23.9,12.2,1006.2
3/01/2020 23:00,94866,YMML,3/01/2020 0:00,1300,-37.67,144.83,360,12,22.3,12.3,1005.9
3/01/2020 23:29,94866,YMML,3/01/2020 0:00,1329,-37.67,144.83,360,11,23.7,8.4,1005.6
3/01/2020 23:30,94866,YMML,3/01/2020 0:00,1330,-37.67,144.83,360,11,23.5,8.9,1005.5
4/01/2020 0:00,94866,YMML,3/01/2020 0:00,1400,-37.67,144.83,360,13,24,3.5,1005.4
4/01/2020 0:30,94866,YMML,3/01/2020 0:00,1430,-37.67,144.83,360,12,22.9,2.4,1005
4/01/2020 1:00,94866,YMML,3/01/2020 0:00,1500,-37.67,144.83,360,13,24.7,-1.9,1004.7
4/01/2020 1:30,94866,YMML,3/01/2020 0:00,1530,-37.67,144.83,360,16,25,-2.5,1004.1
4/01/2020 2:00,94866,YMML,3/01/2020 0:00,1600,-37.67,144.83,350,15,25.6,-3.8,1003.7
4/01/2020 2:30,94866,YMML,3/01/2020 0:00,1630,-37.67,144.83,350,16,26.6,-5.1,1003.1
4/01/2020 3:00,94866,YMML,3/01/2020 0:00,1700,-37.67,144.83,350,16,26.2,-4.7,1003.2
4/01/2020 3:30,94866,YMML,3/01/2020 0:00,1730,-37.67,144.83,350,16,25.8,-4.8,1003.2
4/01/2020 4:00,94866,YMML,3/01/2020 0:00,1800,-37.67,144.83,360,15,25.1,-4.7,1003.3
4/01/2020 4:30,94866,YMML,3/01/2020 0:00,1830,-37.67,144.83,360,17,25.5,-5.1,1003.5
4/01/2020 5:00,94866,YMML,3/01/2020 0:00,1900,-37.67,144.83,360,18,25.5,-5.1,1003.5
4/01/2020 5:30,94866,YMML,3/01/2020 0:00,1930,-37.67,144.83,250,12,26.2,-3.2,1004.6
4/01/2020 6:00,94866,YMML,3/01/2020 0:00,2000,-37.67,144.83,220,9,26.9,-3.3,1005.8
4/01/2020 6:30,94866,YMML,3/01/2020 0:00,2030,-37.67,144.83,240,13,26.4,1.9,1006.6
4/01/2020 7:00,94866,YMML,3/01/2020 0:00,2100,-37.67,144.83,250,17,26.3,4.4,1007.3
4/01/2020 7:30,94866,YMML,3/01/2020 0:00,2130,-37.67,144.83,240,16,26.4,6.4,1008.1
4/01/2020 8:00,94866,YMML,3/01/2020 0:00,2200,-37.67,144.83,230,16,26.4,8.7,1008.6
4/01/2020 8:30,94866,YMML,3/01/2020 0:00,2230,-37.67,144.83,190,7,26.6,9.5,1008.9
4/01/2020 9:00,94866,YMML,3/01/2020 0:00,2300,-37.67,144.83,200,10,27.2,10.4,1009.4
4/01/2020 9:30,94866,YMML,3/01/2020 0:00,2330,-37.67,144.83,140,8,28,10.9,1009.1
4/01/2020 10:00,94866,YMML,4/01/2020 0:00,0,-37.67,144.83,190,10,28.7,11.4,1009.5
4/01/2020 10:30,94866,YMML,4/01/2020 0:00,30,-37.67,144.83,190,15,28.8,13.2,1009.6
4/01/2020 11:00,94866,YMML,4/01/2020 0:00,100,-37.67,144.83,180,14,28.8,13.4,1010
4/01/2020 11:08,94866,YMML,4/01/2020 0:00,108,-37.67,144.83,180,15,28.4,13.3,1010.4
4/01/2020 11:30,94866,YMML,4/01/2020 0:00,130,-37.67,144.83,170,21,24.5,15.2,1011.4
4/01/2020 12:00,94866,YMML,4/01/2020 0:00,200,-37.67,144.83,150,21,24,15.6,1012.1
4/01/2020 12:08,94866,YMML,,,,,,28,28.4,13.3,
4/01/2020 12:30,94866,YMML,4/01/2020 0:00,230,-37.67,144.83,170,16,22.1,14.7,1013
4/01/2020 12:50,94866,YMML,4/01/2020 0:00,250,-37.67,144.83,210,17,23,13.4,1013.1
4/01/2020 13:00,94866,YMML,4/01/2020 0:00,300,-37.67,144.83,220,20,22.8,13.3,1013.3
4/01/2020 13:20,94866,YMML,4/01/2020 0:00,320,-37.67,144.83,180,17,21.1,14.3,1013.9
4/01/2020 13:30,94866,YMML,4/01/2020 0:00,330,-37.67,144.83,170,20,19.9,14.6,1014.2
4/01/2020 14:00,94866,YMML,4/01/2020 0:00,400,-37.67,144.83,170,19,19.1,13.3,1014.5
4/01/2020 14:20,94866,YMML,,,,,,35,21.1,14.3,
4/01/2020 14:30,94866,YMML,4/01/2020 0:00,430,-37.67,144.83,160,19,19.7,12.6,1014.3
4/01/2020 15:00,94866,YMML,4/01/2020 0:00,500,-37.67,144.83,170,20,19.5,11.8,1014.7
4/01/2020 15:30,94866,YMML,4/01/2020 0:00,530,-37.67,144.83,170,19,20.5,10.6,1014.8
4/01/2020 16:00,94866,YMML,4/01/2020 0:00,600,-37.67,144.83,170,19,20,10,1014.9
4/01/2020 16:30,94866,YMML,4/01/2020 0:00,630,-37.67,144.83,160,21,19.7,10.5,1014.8
4/01/2020 17:00,94866,YMML,4/01/2020 0:00,700,-37.67,144.83,160,21,19.1,9.7,1014.6
4/01/2020 17:30,94866,YMML,4/01/2020 0:00,730,-37.67,144.83,160,21,18.5,8.7,1015.2
4/01/2020 18:00,94866,YMML,4/01/2020 0:00,800,-37.67,144.83,170,19,17.3,8.1,1016
4/01/2020 18:30,94866,YMML,4/01/2020 0:00,830,-37.67,144.83,170,21,16.5,7.8,1016.5
4/01/2020 19:00,94866,YMML,4/01/2020 0:00,900,-37.67,144.83,170,19,16.2,7.9,1017.3
4/01/2020 19:30,94866,YMML,4/01/2020 0:00,930,-37.67,144.83,170,17,15.5,7.7,1017.8
4/01/2020 20:00,94866,YMML,4/01/2020 0:00,1000,-37.67,144.83,170,18,15.1,7.9,1018.2
4/01/2020 20:30,94866,YMML,4/01/2020 0:00,1030,-37.67,144.83,170,16,15.3,7.9,1018.8
4/01/2020 21:00,94866,YMML,4/01/2020 0:00,1100,-37.67,144.83,160,15,15.1,8.2,1018.8
4/01/2020 21:30,94866,YMML,4/01/2020 0:00,1130,-37.67,144.83,170,16,15,8.3,1019
4/01/2020 22:00,94866,YMML,4/01/2020 0:00,1200,-37.67,144.83,180,14,15.1,8.2,1019.7
4/01/2020 22:30,94866,YMML,4/01/2020 0:00,1230,-37.67,144.83,170,15,15.1,8.4,1019.6
4/01/2020 23:00,94866,YMML,4/01/2020 0:00,1300,-37.67,144.83,170,15,15,8,1019.6
4/01/2020 23:30,94866,YMML,4/01/2020 0:00,1330,-37.67,144.83,160,16,14.9,6.5,1019.5
5/01/2020 0:00,94866,YMML,4/01/2020 0:00,1400,-37.67,144.83,150,16,14.8,7.6,1019.2
5/01/2020 0:30,94866,YMML,4/01/2020 0:00,1430,-37.67,144.83,150,13,14.7,6.9,1019
5/01/2020 1:00,94866,YMML,4/01/2020 0:00,1500,-37.67,144.83,150,13,14.6,7.8,1018.8
5/01/2020 1:30,94866,YMML,4/01/2020 0:00,1530,-37.67,144.83,150,15,14.5,7.9,1018.8
5/01/2020 2:00,94866,YMML,4/01/2020 0:00,1600,-37.67,144.83,160,14,14.4,5.6,1018.8
5/01/2020 2:30,94866,YMML,4/01/2020 0:00,1630,-37.67,144.83,150,14,14.3,5.7,1018.8
5/01/2020 3:00,94866,YMML,4/01/2020 0:00,1700,-37.67,144.83,150,14,14.3,5.4,1018.6
5/01/2020 3:30,94866,YMML,4/01/2020 0:00,1730,-37.67,144.83,160,12,14.3,4.9,1018.9
5/01/2020 4:00,94866,YMML,4/01/2020 0:00,1800,-37.67,144.83,170,13,14.3,5.7,1019.3
5/01/2020 4:30,94866,YMML,4/01/2020 0:00,1830,-37.67,144.83,170,15,14.4,6.3,1020.1
5/01/2020 5:00,94866,YMML,4/01/2020 0:00,1900,-37.67,144.83,160,16,14.4,5.3,1020.6
5/01/2020 5:30,94866,YMML,4/01/2020 0:00,1930,-37.67,144.83,150,15,13.9,7.6,1020.1
5/01/2020 5:48,94866,YMML,4/01/2020 0:00,1948,-37.67,144.83,170,13,14,8.4,1022.2
5/01/2020 6:00,94866,YMML,4/01/2020 0:00,2000,-37.67,144.83,170,14,13.9,8.5,1022.1
5/01/2020 6:30,94866,YMML,4/01/2020 0:00,2030,-37.67,144.83,170,12,13.1,9.4,1022.1
5/01/2020 7:00,94866,YMML,4/01/2020 0:00,2100,-37.67,144.83,170,10,13.1,9.6,1022.7
5/01/2020 7:30,94866,YMML,4/01/2020 0:00,2130,-37.67,144.83,180,13,12.6,10.3,1023.7
5/01/2020 8:00,94866,YMML,4/01/2020 0:00,2200,-37.67,144.83,170,14,12,10.3,1023.6
5/01/2020 8:30,94866,YMML,4/01/2020 0:00,2230,-37.67,144.83,160,9,12,10.8,1023.9
5/01/2020 9:00,94866,YMML,4/01/2020 0:00,2300,-37.67,144.83,140,10,12,10.8,1024.1
5/01/2020 9:06,94866,YMML,4/01/2020 0:00,2306,-37.67,144.83,130,9,12.2,11.1,1024.1
5/01/2020 9:30,94866,YMML,4/01/2020 0:00,2330,-37.67,144.83,110,11,11.7,9.1,1023.6
5/01/2020 10:00,94866,YMML,5/01/2020 0:00,0,-37.67,144.83,100,10,11.9,9.5,1023.6
5/01/2020 10:06,94866,YMML,,,,,,17,12.2,11.1,
5/01/2020 10:30,94866,YMML,5/01/2020 0:00,30,-37.67,144.83,130,10,12.4,9.4,1023.3
5/01/2020 11:00,94866,YMML,5/01/2020 0:00,100,-37.67,144.83,160,10,12.7,9.1,1023.6
5/01/2020 11:30,94866,YMML,5/01/2020 0:00,130,-37.67,144.83,180,11,13.3,9.4,1023.6
5/01/2020 12:00,94866,YMML,5/01/2020 0:00,200,-37.67,144.83,170,15,13.5,8.5,1023.6
5/01/2020 12:30,94866,YMML,5/01/2020 0:00,230,-37.67,144.83,180,15,13.6,9.1,1023.6
5/01/2020 13:00,94866,YMML,5/01/2020 0:00,300,-37.67,144.83,170,15,13.5,8.3,1023.4
5/01/2020 13:30,94866,YMML,5/01/2020 0:00,330,-37.67,144.83,170,14,13.7,8.5,1023.6
5/01/2020 14:00,94866,YMML,5/01/2020 0:00,400,-37.67,144.83,170,14,14,8.9,1023.7
5/01/2020 14:30,94866,YMML,5/01/2020 0:00,430,-37.67,144.83,170,15,14.9,7.9,1023.4
5/01/2020 15:00,94866,YMML,5/01/2020 0:00,500,-37.67,144.83,150,17,14.7,8.1,1023
5/01/2020 15:30,94866,YMML,5/01/2020 0:00,530,-37.67,144.83,140,16,15.1,7.9,1022.6
5/01/2020 16:00,94866,YMML,5/01/2020 0:00,600,-37.67,144.83,150,16,15.3,7.7,1022.2
5/01/2020 16:30,94866,YMML,5/01/2020 0:00,630,-37.67,144.83,150,16,15.6,7.1,1021.8
5/01/2020 17:00,94866,YMML,5/01/2020 0:00,700,-37.67,144.83,150,17,15.4,7.3,1021.2
5/01/2020 17:30,94866,YMML,5/01/2020 0:00,730,-37.67,144.83,150,16,15.2,7.8,1021.1
5/01/2020 18:00,94866,YMML,5/01/2020 0:00,800,-37.67,144.83,160,15,14.8,7.8,1021
5/01/2020 18:30,94866,YMML,5/01/2020 0:00,830,-37.67,144.83,150,15,14.7,7.7,1021.6
